Business Name,Business Open or Closed?,Delivery/Take Out Only/Online Sales,Business Address,Business Phone Number,Business Website,Business Facebook Page,Business Twitter Page,Business Instagram Page,Last Modified Date/Time,Address,Latitude,Longitude,Accuracy Score,Accuracy Type,Zip,Source
Pino Brothers Link,Closed,NA,1132 Cambridge Street,NA,http://pinobrosink.com/,https://www.facebook.com/pinobrosink/,NA,https://www.instagram.com/pinobrosink/?hl=en,2020-03-21T21:40:19Z,1132 Cambridge Street,42.373045,-71.096205,1,rooftop,02139,City of Cambridge
Pinocchio's PIzza,Open,"Delivery
Take Out",74 Winthrop St.,617-876-4897,https://www.pinocchiospizza.net/menu.html,NA,NA,NA,2020-03-23T13:46:59Z,74 Winthrop St.,42.372,-71.120265,1,rooftop,02138,City of Cambridge
Pita Cambridge,Open,"Delivery
Take Out",12 Springfield Street,617-945-1214,https://pitacambridge.com/,NA,NA,NA,2020-03-23T13:46:59Z,12 Springfield Street,42.374082,-71.100537,1,rooftop,02139,City of Cambridge
Planet Fitness,Closed,NA,1815 Mass. Ave.,NA,https://www.planetfitness.com/gyms/cambridge-mass-ave-ma,NA,NA,NA,2020-03-22T19:45:31Z,1815 Massachusetts Ave,42.387136,-71.118975,1,rooftop,02140,City of Cambridge
Pod,Closed,Online Sales,35 Sacramento St.,617-576-1600,http://www.shop-pod.com,http://www.facebook.com/shop-pod,NA,http://www.instagram.com/shop-pod/,2020-04-02T14:47:59Z,35 Sacramento St.,42.382661,-71.116055,1,rooftop,02138,City of Cambridge
Poke City,Open,"Delivery
Take Out",1722 Mass. Ave.,(617) 945-2916,https://www.pokecityma.com/,https://www.facebook.com/pokecityma/,NA,NA,2020-03-23T13:46:59Z,1722 Massachusetts Ave,42.383908,-71.119687,1,rooftop,02138,City of Cambridge
Porter Square Books,Closed,"Delivery
Online Sales",Porter Square Shopping Mall,617-491-2220,https://www.portersquarebooks.com/,NA,https://twitter.com/PorterSqBooks,https://www.instagram.com/porter_square_books/?ref=b,2020-03-23T13:46:59Z,Porter Square Shopping Mall,42.38891,-71.119316,1,street_center,02140,TIGER/Line® dataset from the US Census Bureau
Porter Square Hotel,Open,NA,1924 Mass. Ave.,NA,http://www.theportersquarehotel.com/,NA,NA,NA,2020-03-22T16:58:07Z,1924 Massachusetts Ave,42.389356,-71.120246,1,rooftop,02140,City of Cambridge
Porter Square Wine & Spirits,Open,Delivery,Porter Square Shopping Mall,(617) 547-3110,https://portersquare.wine/,NA,NA,NA,2020-03-23T13:46:59Z,Porter Square Shopping Mall,42.38891,-71.119316,1,street_center,02140,TIGER/Line® dataset from the US Census Bureau
Primo Cambridge,Open,"Delivery
Take Out",783 Main St,617-945-0878,http://primocambridge.com/,NA,NA,NA,2020-03-23T13:46:59Z,783 Main St,42.363328,-71.096885,1,rooftop,02139,City of Cambridge
Professional Geeks,Open,NA,1105 Massachusetts Ave,617395-8087,http://www.professionalgeeks.net/,NA,NA,NA,2020-03-22T21:54:54Z,1105 Massachusetts Ave,42.370652,-71.11342,1,rooftop,02138,City of Cambridge
Psychic Spiritual New Age Boutique,Closed,Online Sales,163 Hampshire Street,NA,http://www.psychicspiritualnewage.com/ChakraBoutique/Welcome.html,https://www.facebook.com/pages/category/Astrologist/Psychic-Spiritual-New-Age-Boutique-1275505189257871/,NA,NA,2020-03-23T13:46:59Z,163 Hampshire Street,42.371791,-71.098296,1,rooftop,02139,City of Cambridge
Pull-Up Truck,Open,Take Out,Harvard Science Ctr./1 Education Ctr,NA,NA,https://www.facebook.com/ThePullUpLLC/,NA,NA,2020-04-11T17:27:52Z,Harvard Science Ctr./1 Education Ctr,42.375821,-71.116853,0.6,street_center,02139,TIGER/Line® dataset from the US Census Bureau
Punjabi Dhaba,Open,"Delivery
Take Out",225 Hampshire Street,617-547-8272,https://punjabidhaba.co/,https://www.facebook.com/PunjabiDhabaMA,NA,NA,2020-03-23T13:50:07Z,225 Hampshire Street,42.37388,-71.100839,1,rooftop,02139,City of Cambridge
Puritan & Company,Closed,NA,1166 Cambridge Street,NA,https://www.puritancambridge.com/,https://www.facebook.com/PuritanCo,https://twitter.com/PuritanCo,https://www.instagram.com/puritanco/,2020-03-21T21:40:19Z,1166 Cambridge Street,42.373124,-71.096858,1,rooftop,02139,City of Cambridge
Pyara Spa and Salon,Closed,NA,1050 Massachusetts Ave,NA,https://pyaraspasalon.com/cambridge.php,https://www.facebook.com/pyaraaveda,NA,https://www.instagram.com/pyaraspaandsalon/,2020-03-22T21:43:15Z,1050 Massachusetts Ave,42.369908,-71.113047,1,rooftop,02138,City of Cambridge
Q Audio,Closed,Online Sales,5 Brookline St,NA,https://www.qaudio.com/,NA,NA,NA,2020-04-05T18:11:39Z,5 Brookline St,42.363846,-71.101662,1,rooftop,02139,City of Cambridge
Q Ballroom,Closed,NA,26 New Street,NA,https://qballroom.com/,NA,NA,NA,2020-03-22T12:42:21Z,26 New Street,42.387971,-71.140575,1,rooftop,02138,City of Cambridge
Qi Foot Spa,Closed,NA,1168 Massachusetts Ave,NA,https://www.qifootspa.net/?fbclid=IwAR3AxMG8nitRLl8oW_JIlb1RVdED3RiEgeJ_PwjVbpDjw9lgFxlAMlwXr5Q,https://www.facebook.com/QiFootspa/,NA,NA,2020-03-22T22:17:52Z,1168 Massachusetts Ave,42.371371,-71.114715,1,rooftop,02138,City of Cambridge
Qingdao Garden,Open,"Delivery
Take Out",2382 Mass. Ave.,617-492-7540,https://www.qingdaogarden.net/?fbclid=IwAR23lLSOa2XbMG9cdWJZPvIUvOkHcWYy_KuEKEe4vyd9ElootrVlYEQlelU,https://www.facebook.com/QingdaoGarden/,NA,NA,2020-04-19T11:24:37Z,2382 Massachusetts Ave,42.39686,-71.129869,1,rooftop,02140,City of Cambridge
Quick Food Mart,Open,NA,1253 Cambridge Street,617-354 - 5786,http://www.quickfoodmart.net/,https://www.facebook.com/quickfoodmart,NA,NA,2020-03-21T20:49:03Z,1253 Cambridge Street,42.373501,-71.098331,1,rooftop,02139,City of Cambridge
Rangzen Tibet Place,Open,Delivery,24 Pearl St,NA,https://rangzentibetanplace.com/,NA,NA,NA,2020-03-23T13:50:07Z,24 Pearl St,42.364203,-71.103048,1,rooftop,02139,City of Cambridge
Raspberry Beret,Closed,Online Sales,2302 Mass. Ave.,617-354-3700,https://raspberryberet.us/,NA,https://www.instagram.com/cambridgeraspberryberet/,NA,2020-03-23T13:50:07Z,2302 Massachusetts Ave,42.395153,-71.127949,1,rooftop,02140,City of Cambridge
Raven Used Books,Closed,NA,23 Church St,NA,http://ravencambridge.com/,https://www.facebook.com/harvardsquareusedbooks/,NA,NA,2020-03-23T15:12:53Z,23 Church St,42.374453,-71.119761,1,rooftop,02138,City of Cambridge
Rebekah Brooks Jewlery,Closed,NA,17 Brattle St,NA,https://rebekahbrooks.com/,https://www.facebook.com/RebekahBrooksJewelry/,NA,https://www.instagram.com/rebekahbrooksjewelry/,2020-04-05T18:11:39Z,17 Brattle St,42.373449,-71.120358,1,rooftop,02138,City of Cambridge
Redemption Tattoo,Closed,NA,2096 Mass Ave,NA,https://redemptiontattoo.com/,NA,NA,NA,2020-03-22T17:22:34Z,2096 Massachusetts Ave,42.391391,-71.123593,1,rooftop,02140,City of Cambridge
Regattabar,Closed,NA,1 Bennett St.,NA,http://www.regattabarjazz.com/,https://www.facebook.com/TheRegattabar?ref=ts,https://twitter.com/TheRegattabar,NA,2020-03-23T16:35:27Z,1 Bennett St.,42.371992,-71.122511,1,rooftop,02138,City of Cambridge
ReSide,Closed,Online Sales,266 Concord Ave,617.547.2929,https://resideinc.com/,https://www.facebook.com/resideinc/,NA,NA,2020-03-23T13:55:38Z,266 Concord Ave,42.38333,-71.133141,1,rooftop,02138,City of Cambridge
Revela Salon,Closed,NA,614 Main Street,857-706-1985,https://www.revelasalon.com/,NA,NA,https://www.instagram.com/revelasalon/,2020-03-21T19:44:33Z,614 Main Street,42.362884,-71.094331,1,rooftop,02139,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
Revival Café and Kitchen,Closed,NA,125 CambridgePark Dr,NA,https://www.revivalcafeandkitchen.com/alewife,https://www.facebook.com/Revivalcafeandkitchen/,NA,NA,2020-03-22T13:45:30Z,125 CambridgePark Dr,42.395084,-71.145755,1,rooftop,02140,City of Cambridge
Richards,Closed,NA,1193 Cambridge Street,NA,https://richards02139.com/,https://www.facebook.com/Richards02139/,NA,https://www.instagram.com/richards02139/,2020-03-21T21:30:10Z,1193 Cambridge Street,42.373364,-71.097193,1,rooftop,02139,City of Cambridge
Riverside Tattoo Company,Closed,NA,1700 Mass. Ave.,NA,http://www.riversidetattooma.com/,NA,NA,NA,2020-03-22T20:47:29Z,1700 Massachusetts Ave,42.383106,-71.119772,1,rooftop,02138,City of Cambridge
"Robin Bledsoe, Bookseller",Closed,Online Sales,1640 Mass. Ave.,NA,https://www.bledsoebooks.com/,NA,NA,NA,2020-04-19T11:08:47Z,1640 Massachusetts Ave,42.381193,-71.120149,1,rooftop,02138,City of Cambridge
Rock and Roll Day Care,Closed,NA,All locations,NA,https://rockandrolldaycare.com/,NA,NA,NA,2020-03-21T22:08:47Z,NA,NA,NA,NA,NA,NA,NA
Rockler Woodworking & Hardware,Open,Take Out,2154 Mass. Ave.,(617) 497-1136,https://www.rockler.com/retail/stores/ma/cambridge-store,NA,NA,NA,2020-04-11T17:27:52Z,2154 Massachusetts Ave,42.392208,-71.124663,1,rooftop,02140,City of Cambridge
Rodney's Bookstore,Closed,NA,698 Massachusetts Ave,NA,https://www.rodneysbookstore.com/,https://www.facebook.com/rodneysbookstore/,NA,NA,2020-03-22T11:08:22Z,698 Massachusetts Ave,42.365842,-71.104774,1,rooftop,02139,City of Cambridge
Roxy's Central / A4Cade,Closed,NA,292 Massachusetts Ave,NA,https://www.a4cade.com/,https://www.facebook.com/a4cade/,NA,https://www.instagram.com/a4cade/,2020-03-22T12:16:14Z,292 Massachusetts Ave,42.361983,-71.098506,1,rooftop,02139,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
Royal East,Open,Take Out,782 Main St,617-661-1660,http://royaleast.com/,NA,NA,NA,2020-03-23T13:55:38Z,782 Main St,42.363039,-71.096931,1,rooftop,02139,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
Royal Pastry Shop,Open,Take Out,738 Cambridge St,(617) 547-2053,https://www.royalpastryshop.com/,https://www.facebook.com/Royal-Pastry-Shop-176729336500/,NA,NA,2020-03-23T13:57:34Z,738 Cambridge St,42.372124,-71.089168,1,rooftop,02141,City of Cambridge
Royal Punjab,Closed,NA,251 Cambridge St,(617) 492-7232,https://royalpunjabcambridgema.com/31291,NA,NA,NA,2020-03-22T09:43:29Z,251 Cambridge St,42.371167,-71.080133,1,rooftop,02141,City of Cambridge
Rumba Y Timbal Dance Studio,Closed,NA,7 Temple Place,NA,https://www.rumbaytimbal.com/,NA,NA,NA,2020-03-22T11:26:03Z,7 Temple Place,42.366662,-71.104312,1,rooftop,02139,City of Cambridge
Russell House Tavern,Closed,NA,14 JFK St,NA,https://russellhousecambridge.com/,https://www.facebook.com/Russell-House-Tavern-153388104674944/,https://www.instagram.com/RussellHouseTav/,https://www.instagram.com/RussellHouseTav/,2020-03-23T08:55:19Z,14 JFK St,42.373173,-71.119518,1,rooftop,02138,City of Cambridge
S + H Construction,Open,NA,26 New St.,(617) 876-8286,https://www.shconstruction.com/,NA,NA,NA,2020-04-19T11:31:09Z,26 New St.,42.387971,-71.140575,1,rooftop,02138,City of Cambridge
S&S Restaurant,Closed,NA,1334 Cambridge Street,617-354-0777,http://www.sandsrestaurant.com/,NA,NA,NA,2020-03-21T21:14:56Z,1334 Cambridge Street,42.373502,-71.09976,1,rooftop,02139,City of Cambridge
Sakana Sushi,Open,"Delivery
Take Out",983 Massachusetts Ave,(617) 714-4646,http://www.eatsakana.com/,NA,NA,NA,2020-03-31T13:35:41Z,983 Massachusetts Ave,42.369301,-71.110815,1,rooftop,02138,City of Cambridge
Salon at Huron Village,Closed,NA,366 Huron Ave.,617-354-1331,NA,NA,NA,NA,2020-03-23T14:14:50Z,366 Huron Ave.,42.381042,-71.138949,1,rooftop,02138,City of Cambridge
Salon Bellamar,Closed,NA,1105 Massachusetts Ave,NA,NA,NA,NA,NA,2020-03-22T21:54:54Z,1105 Massachusetts Ave,42.370652,-71.11342,1,rooftop,02138,City of Cambridge
Salon Bellissima,Closed,NA,202 Hampshire Street,NA,http://www.salonbellissima.net/,https://www.facebook.com/SalonBellissimaPage,NA,https://www.instagram.com/salonbellissima202/,2020-03-21T21:01:51Z,202 Hampshire Street,42.373118,-71.100254,1,rooftop,02139,City of Cambridge
Salon Luna,Closed,NA,1871 Mass. Ave.,NA,http://www.salonluna.com/,NA,NA,NA,2020-03-22T16:25:55Z,1871 Massachusetts Ave,42.38847,-71.11938,1,range_interpolation,02140,TIGER/Line® dataset from the US Census Bureau
Salon Michael Domenic,Closed,NA,1426 Cambridge Street,NA,http://salonmichaeldomenic.com/,https://www.facebook.com/salonmichaeldomenic,NA,https://www.instagram.com/salonmichaeldomenic/,2020-03-21T20:49:03Z,1426 Cambridge Street,42.373774,-71.10201,1,rooftop,02139,City of Cambridge
Saloniki Greek,Closed,NA,All Cambridge locations,NA,https://www.salonikigreek.com/,https://www.facebook.com/salonikigreek/,NA,https://www.instagram.com/salonikigreek/,2020-03-22T12:26:32Z,NA,NA,NA,NA,NA,NA,NA
Sanctuary by VIM,Closed,NA,350 Massachusetts Ave,NA,https://vimfitness.com/,NA,https://twitter.com/VIM_Fitness?ref_src=twsrc%5Etfw%7Ctwcamp%5Eembeddedtimeline%7Ctwterm%5Eprofile%3AVIM_fitness&ref_url=https%3A%2F%2Fvimfitness.com%2F,NA,2020-03-22T12:10:16Z,350 Massachusetts Ave,42.362742,-71.099509,1,rooftop,02139,City of Cambridge
Sapporo Ramen,Open,"Delivery
Take Out",1815 Mass. Ave.,617-876-4805,NA,https://www.facebook.com/SapporoRamenMA/,NA,NA,2020-04-11T17:27:52Z,1815 Massachusetts Ave,42.387136,-71.118975,1,rooftop,02140,City of Cambridge
Sapporo Ramen at HMart,Open,"Delivery
Take Out",581 Mass. Ave.,857-259-9031,NA,https://www.facebook.com/SapporoRamenatHMart/,NA,NA,2020-04-11T17:27:52Z,581 Massachusetts Ave,42.365016,-71.102736,1,rooftop,02139,City of Cambridge
Sarah's Market and Café,Open,NA,200 Concord Ave,(617) 876-5999,http://www.sarahscambridge.com/,NA,NA,NA,2020-03-22T10:03:35Z,200 Concord Ave,42.382312,-71.130992,1,rooftop,02138,City of Cambridge
Sarchioni's,Open,Take Out,51 Plymouth Street,617-491-9012,NA,NA,NA,NA,2020-03-28T20:53:13Z,51 Plymouth Street,42.369135,-71.09269,1,rooftop,02141,City of Cambridge
Sasha Salon and Spa,Closed,NA,23 Arrow St,NA,https://www.sashasalon.com/,https://www.facebook.com/sashasalonandspa,https://twitter.com/SashaSalonSpa,https://www.instagram.com/sashasalonspa/,2020-03-22T22:17:52Z,23 Arrow St,42.371554,-71.115435,1,rooftop,02138,City of Cambridge
Sav-More Spirits,Open,NA,233 Alewife Brook Pkwy,NA,https://savmorspirits.com/cambridge/,https://savmorspirits.com/cambridge/,NA,NA,2020-03-22T14:07:51Z,233 Alewife Brook Pkwy,42.389206,-71.143669,1,rooftop,02138,City of Cambridge
Savvy Hair Design,Closed,NA,1232 Cambridge Street,(617) 354-8344,NA,NA,NA,NA,2020-03-21T21:26:25Z,1232 Cambridge Street,42.373276,-71.09798,1,rooftop,02139,City of Cambridge
Sebastians,Closed,NA,415 Main Street,NA,https://www.sebastians.com/,NA,NA,NA,2020-03-21T19:44:33Z,415 Main Street,42.362876,-71.089123,1,rooftop,02139,City of Cambridge
Second Street Café,Closed,NA,89 Second Street,617-661-1311,http://www.2ndstcafe.com/,https://www.facebook.com/2ndstreetcafe1/,https://twitter.com/SecondStCafe,NA,2020-03-22T09:43:29Z,89 Second Street,42.368492,-71.079309,1,rooftop,02141,City of Cambridge
See,Closed,Online Sales,1276 Mass. Ave.,NA,http://www.seeeyewear.com/locations/cambridge?utm_source=Google&utm_medium=organic&utm_campaign=GMB,https://www.facebook.com/SEEeyewear,NA,NA,2020-03-23T16:38:59Z,1276 Massachusetts Ave,42.372676,-71.116736,1,rooftop,02138,City of Cambridge
Senses,Closed,NA,650 East Kendall St,NA,https://www.cafeartscience.com/#homepage,NA,NA,NA,2020-03-21T18:40:23Z,650 East Kendall St,42.364534,-71.081074,1,rooftop,02142,City of Cambridge
Seven Stars,Closed,NA,731 Massachusetts Ave,(617) 547-1317,NA,https://www.facebook.com/Seven-Stars-crystals-and-books-296498567052981/,NA,NA,2020-04-05T18:11:39Z,731 Massachusetts Ave,42.366354,-71.104987,1,rooftop,02139,City of Cambridge
Sewing and Vacuum Center,Closed,NA,89 Blanchard Rd,617-497-6668,http://www.singersewandvac.com/,https://www.facebook.com/Sewing-and-Vacuum-Center-163999657308977/,NA,NA,2020-04-05T18:11:39Z,89 Blanchard Rd,42.39437,-71.157322,1,rooftop,02138,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
Shabu and Mein,Closed,NA,148 First St,NA,https://www.shabumein.com/,https://www.facebook.com/shabuandmein/,https://twitter.com/ShabuandMein,https://www.instagram.com/shabuandmein/,2020-03-22T09:43:29Z,148 First St,42.366443,-71.077765,1,rooftop,02141,City of Cambridge
Shaking Crab,Open,"Delivery
Take Out",1815 Mass. Ave.,NA,https://shakingcrab.com/cambridge,NA,NA,NA,2020-03-23T14:00:52Z,1815 Massachusetts Ave,42.387136,-71.118975,1,rooftop,02140,City of Cambridge
Shalimar Foods & Spices,Closed,NA,571 Massachusetts Ave.,NA,https://shalimarfoodandspicema.com/17723,NA,NA,NA,2020-03-22T11:28:06Z,571 Massachusetts Ave.,42.364878,-71.102516,1,rooftop,02139,City of Cambridge
Shanghai Fresh,Closed,NA,735 Massachusetts Ave.,NA,https://theshanghaifresh.com/,NA,NA,NA,2020-03-22T10:31:00Z,735 Massachusetts Ave.,42.366398,-71.105062,1,rooftop,02139,City of Cambridge
Shanti,Closed,NA,7 Broad Canal Way,NA,https://www.facebook.com/ShantiBoston/,NA,NA,NA,2020-03-21T19:44:33Z,7 Broad Canal Way,42.363326,-71.082784,1,rooftop,02141,City of Cambridge
Shay's Pub & Wine Bar,Closed,NA,58 JFK St.,NA,https://www.shayspubwinebar.com/index.php,https://www.facebook.com/shayspubwinebar/,NA,NA,2020-03-23T15:48:48Z,58 JFK St.,42.371782,-71.120627,1,rooftop,02138,City of Cambridge
Shegar Café and Ethiopian Restaurant,Open,"Delivery
Take Out",2376 Mass. Ave.,(857) 706-1139,https://shegercafeandethiopianrestaraunt.business.site/,https://www.facebook.com/Sheger-Cafe-and-Ethiopian-Restaurant-237895363684105/,NA,NA,2020-04-19T11:24:37Z,2376 Massachusetts Ave,42.396728,-71.129722,1,rooftop,02140,City of Cambridge
Sherman Williams Paint,Open,NA,93 First St,(617) 661-0379,https://www.sherwin-williams.com/store-locator/paint-store/cambridge/ma/5461?utm_source=google&utm_medium=local_listing&utm_campaign=tag_local_listing,NA,NA,NA,2020-03-22T09:43:29Z,93 First St,42.368133,-71.077636,1,rooftop,02141,City of Cambridge
Shine Pub,Open,"Delivery
Take Out",2046 Mass Ave.,(617) 945-7115,NA,https://www.facebook.com/shinesquarepub/,NA,NA,2020-04-11T17:29:41Z,2046 Massachusetts Ave,42.390897,-71.122566,1,rooftop,02140,City of Cambridge
Shop Fog Linen,Closed,Online Sales,35 Sacramento St.,617-576-1600,https://www.shop-foglinen.com,https://facebook.com/shopfoglinen/,NA,https://www.instagram.com/shopfoglinen,2020-04-02T14:47:59Z,35 Sacramento St.,42.382661,-71.116055,1,rooftop,02138,City of Cambridge
Shy Bird,Open,"Delivery
Take Out",390 Third St,617-714-4200,https://www.shybird.com/,NA,NA,https://www.instagram.com/heyshybird/,2020-03-23T14:04:15Z,390 Third St,42.362769,-71.083326,1,rooftop,02142,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
Sign of the Dove,Closed,Online Sales,Porter Square Shopping Mall,NA,https://www.signofthedovegallery.com/,NA,NA,https://www.instagram.com/doveatportersquare/,2020-03-23T14:04:15Z,Porter Square Shopping Mall,42.38891,-71.119316,1,street_center,02140,TIGER/Line® dataset from the US Census Bureau
Signet Education,Open,Online Sales,1132 Mass. Ave.,NA,https://signeteducation.com/,NA,NA,NA,2020-04-21T07:55:05Z,1132 Massachusetts Ave,42.37087,-71.114145,1,rooftop,02138,City of Cambridge
Silk Road Uyghur Cuisine,Open,Delivery,645 Cambridge St,617-945-1909,https://www.silkroadcambridge.com/,NA,NA,NA,2020-03-23T14:04:15Z,645 Cambridge St,42.372055,-71.087116,1,rooftop,02141,City of Cambridge
Similans,Open,Delivery,145 First St,(617) 491-6999,http://www.thesimilans.com/,https://www.facebook.com/the.similans/,NA,NA,2020-03-23T14:14:50Z,145 First St,42.366322,-71.078049,1,rooftop,02141,City of Cambridge
Simons Coffee Shop,Closed,NA,1736 Mass. Ave.,(617) 497-7766,NA,https://www.facebook.com/SimonsCoffeeShop,https://twitter.com/simons_coffee?lang=en,https://www.instagram.com/simonscoffeeshop/?hl=en,2020-03-25T21:44:16Z,1736 Massachusetts Ave,42.384492,-71.119626,1,rooftop,02138,City of Cambridge
Skampa,Open,"Delivery
Take Out",424 Cambridge St,(617) 354-0009,https://www.skampamenu.com/,NA,NA,NA,2020-03-23T14:14:50Z,424 Cambridge St,42.371371,-71.083268,1,rooftop,02141,City of Cambridge
Skin Art Studio,Closed,NA,528 Cambridge St,NA,http://skinarttattoos.com/,NA,NA,https://www.instagram.com/skinartstudiotattoo/,2020-03-22T09:43:29Z,528 Cambridge St,42.371609,-71.085095,1,rooftop,02141,City of Cambridge
Smoke Shop,Closed,NA,One Kendall Square,NA,https://thesmokeshopbbq.com/,NA,NA,NA,2020-03-23T14:14:50Z,One Kendall Square,42.366971,-71.090615,0.33,place,02138,TIGER/Line® dataset from the US Census Bureau
Social Wines,Open,Yes,196 Massachusetts Ave,617-225-0040,http://socialwinesbos.com/,NA,https://twitter.com/SocialWinesBOS,NA,2020-03-22T12:26:32Z,196 Massachusetts Ave,42.361172,-71.096859,1,rooftop,02139,City of Cambridge
Sofra Bakery and Cafe,Open,Take Out,1 Belmont St,NA,http://www.sofrabakery.com/,NA,NA,NA,2020-04-19T11:24:37Z,1 Belmont St,42.3749,-71.150356,1,rooftop,02138,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
Sonia Music Venue,Closed,NA,10 Brookline St,NA,http://www.mideastoffers.com/sonia,https://www.facebook.com/soniamideast,NA,https://www.instagram.com/soniamideast/,2020-03-22T11:54:38Z,10 Brookline St,42.363503,-71.101763,1,rooftop,02139,City of Cambridge
Spa Lapis,Closed,NA,1776 Mass. Ave.,NA,https://www.spalapis.com/,https://www.facebook.com/spalapis/,NA,https://www.instagram.com/spalapis/,2020-03-22T20:10:30Z,1776 Massachusetts Ave,42.385753,-71.11949,1,rooftop,02140,City of Cambridge
Sparkle Cleaners,Open,NA,373 Walden St,(617) 876-1777,NA,NA,NA,NA,2020-03-22T10:18:41Z,373 Walden St,42.383814,-71.134269,1,rooftop,02138,City of Cambridge
Speedway,Open,NA,Both locations,NA,https://www.speedway.com/,NA,NA,NA,2020-03-22T17:22:34Z,NA,NA,NA,NA,NA,NA,NA
Spices,Open,"Delivery
Take Out",24 Holyoke St.,617-868-9560,https://www.spiciescambridge.com/,https://www.facebook.com/SpiceThaiCuisineCambridge/,NA,https://www.instagram.com/spiciescambridge/,2020-03-23T14:14:50Z,24 Holyoke St.,42.372165,-71.118394,1,rooftop,02138,City of Cambridge
Spindler Confections,Closed,NA,2257 Mass. Ave.,NA,https://www.spindlerconfections.com/,https://www.facebook.com/Spindler-Confections-254735901269399/,NA,https://www.spindlerconfections.com/,2020-03-22T15:58:20Z,2257 Massachusetts Ave,42.394401,-71.12661,1,rooftop,02140,City of Cambridge
Spira Yoga Shala,Closed,Online Sales,151 Cambridge St.,NA,https://spirayogashala.com/,NA,NA,NA,2020-04-08T15:11:51Z,151 Cambridge St.,42.370931,-71.078281,1,rooftop,02141,City of Cambridge
Staples Connect,Open,NA,186 Alewife Brook Pkwy,NA,www.staples.com,NA,NA,NA,2020-03-25T14:48:36Z,186 Alewife Brook Pkwy,42.391006,-71.140285,1,rooftop,02138,City of Cambridge
Staples Connect,Open,NA,57 JFK St,NA,www.staples.com,NA,NA,NA,2020-03-25T14:48:36Z,57 JFK St,42.372038,-71.120733,1,rooftop,02138,City of Cambridge
Star Market,Open,NA,All locations,NA,https://local.starmarket.com/ma/cambridge.html,NA,NA,NA,2020-03-22T16:25:55Z,NA,NA,NA,NA,NA,NA,NA
Star Variety,Open,NA,4 Central Square,NA,NA,NA,NA,NA,2020-03-22T11:08:22Z,4 Central Square,42.365028,-71.104427,1,rooftop,02139,City of Cambridge
Starbucks,Closed,NA,All Locations,NA,https://stories.starbucks.com/stories/2020/navigating-through-covid-19/,NA,NA,NA,2020-03-21T20:01:52Z,All Locations,42.380442,-71.132947,1,place,02138,TIGER/Line® dataset from the US Census Bureau
Starbucks,Closed,NA,All locations,NA,https://www.starbucks.com/,NA,NA,NA,2020-03-22T12:26:32Z,NA,NA,NA,NA,NA,NA,NA
State Park,Closed,Online Sales,One Kendall Square,NA,http://statepark.is/,NA,NA,https://www.instagram.com/stateparkbar/,2020-03-23T14:14:50Z,One Kendall Square,42.366971,-71.090615,0.33,place,02138,TIGER/Line® dataset from the US Census Bureau
Stereo Jacks,Closed,Online Sales,1686 Mass. Ave.,NA,http://stereojacks.com/,https://www.facebook.com/pages/Stereo-Jacks-Records/107098092681672,NA,NA,2020-03-23T14:14:50Z,1686 Massachusetts Ave,42.382647,-71.119819,1,rooftop,02138,City of Cambridge
Studio at 550,Closed,NA,550 Massachusetts Ave.,NA,https://studioat550.org/campaigns/covid-19-sustainability-emergency-fund/,NA,NA,NA,2020-03-23T14:14:50Z,550 Massachusetts Ave.,42.36443,-71.102376,1,rooftop,02139,City of Cambridge
Suds-zo Laundromat,Open,NA,562 Cambridge St,(857) 220-7066,NA,https://www.facebook.com/sudszolaundromats/,NA,NA,2020-03-22T09:43:29Z,562 Cambridge St,42.371615,-71.08568,1,range_interpolation,02141,TIGER/Line® dataset from the US Census Bureau
Sugar and Spice,Closed,NA,1933 Mass. Ave.,(617) 868-4200,https://www.sugarspices.com/,https://www.facebook.com/sugarandspicethai/,https://twitter.com/sugarspicethai,https://www.instagram.com/sugarspicethai/,2020-04-11T16:48:49Z,1933 Massachusetts Ave,42.389619,-71.119961,1,rooftop,02140,City of Cambridge
Sugar House,Closed,Online Sales,1307 Cambridge Street,NA,https://www.sugarhousecambridge.com/,https://www.facebook.com/Sugar-House-Cambridge-105526744187457/,NA,https://www.instagram.com/sugarhousecambridge/,2020-03-23T14:14:50Z,1307 Cambridge Street,42.373648,-71.099434,1,rooftop,02139,City of Cambridge
Sulmona,Closed,NA,608 Main Street,NA,http://sulmonacambridge.com/,NA,NA,https://www.instagram.com/sulmona608/,2020-03-21T20:01:52Z,608 Main Street,42.36285,-71.09392,1,rooftop,02139,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
Sumiao Hunan Kitchen,Open,"Delivery
Take Out",270 Third Street,617- 945-0907,https://www.sumiaohunan.com/,https://www.facebook.com/sumiaohunan,https://twitter.com/sumiaohunan,https://www.instagram.com/sumiaohunan/,2020-03-23T14:14:50Z,270 Third Street,42.365949,-71.082095,1,rooftop,02141,City of Cambridge
